ID	TD1	TD2	BM1	TD3	BM2	BM3	TD4	TD5	TD6	BM4	TD7	TD8	BM5	TD9	BM6	BM7	BM8	BM9	TD10	BM10
UniRef50_D2NU12: Homoserine dehydrogenase	4.17473e-06	3.10953e-05	6.6524e-07	3.44694e-05	0	2.50554e-07	4.75911e-06	6.84628e-06	7.93452e-06	5.65253e-07	7.54023e-06	4.90404e-06	9.65924e-07	3.25789e-06	0	1.48251e-06	1.87334e-07	1.05633e-06	7.83565e-06	1.35393e-06
UniRef50_D3A202: PspA/IM30 family protein	1.97483e-05	0	1.14443e-06	6.83109e-06	3.21718e-06	1.46772e-06	4.65787e-06	4.568e-05	1.42969e-05	1.24342e-05	9.11786e-05	1.85684e-06	2.79025e-06	1.14227e-05	6.02137e-06	0	2.53889e-06	4.24572e-06	7.76495e-07	2.06308e-05
UniRef50_D3A4I9: 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase|g__Neisseria.s__Neisseria_subflava	2.20076e-05	0	0	3.59054e-06	0	4.25765e-07	3.12273e-06	2.24797e-05	1.1002e-05	3.74167e-06	4.75389e-05	1.00765e-06	1.08822e-06	6.56329e-06	0	0	1.17544e-06	0	6.30947e-07	0
UniRef50_D3A6V1|g__Neisseria.s__Neisseria_subflava	1.53284e-05	0	0	1.17526e-05	0	0	6.97934e-06	6.45085e-05	1.5721e-05	1.3948e-05	9.92786e-05	2.18393e-06	0	1.61515e-05	0	0	2.50134e-06	0	4.90507e-07	0
UniRef50_D3A845|g__Neisseria.s__Neisseria_subflava	5.14772e-05	0	0	1.15004e-05	0	0	1.09518e-05	8.16832e-05	3.44125e-05	8.84665e-06	8.44553e-05	7.92459e-06	1.19359e-05	2.0911e-05	0	0	6.22975e-06	0	1.5827e-06	0
UniRef50_D3A852	2.95473e-05	0	0	1.20798e-05	0	0	4.63502e-06	4.72825e-05	2.04609e-05	9.54008e-06	0.000169218	1.57423e-06	5.96796e-06	1.5027e-05	0	0	3.84134e-06	0	8.49958e-07	0
UniRef50_D3I985	4.64305e-06	4.17039e-06	0	1.15049e-06	0	5.52241e-07	7.7e-06	1.03209e-05	2.51625e-05	2.06733e-06	5.87181e-06	2.47541e-06	2.14578e-06	9.56325e-06	0	5.09754e-06	0	0	3.03607e-05	2.50671e-07
UniRef50_D4FUF3	8.34751e-06	8.47493e-06	0.000170309	5.57278e-06	0.00017579	0.000342813	2.87929e-06	0	8.89297e-06	0.00011333	1.48488e-05	1.49894e-06	0.000165058	7.32016e-06	0.000173718	0.000194659	0.000347804	0.000392089	4.47e-06	0.000118824
UniRef50_D5EWR9	1.88402e-05	1.80777e-05	1.17078e-06	2.29816e-05	0	7.22976e-07	2.07029e-05	2.19472e-05	4.87984e-05	1.77076e-05	1.61175e-05	5.25012e-05	6.28953e-06	4.72475e-05	1.33664e-05	1.22592e-05	1.30066e-06	4.53881e-06	7.58756e-05	1.0555e-05
UniRef50_D6L8P4	2.69332e-05	6.5834e-07	8.36442e-07	2.21284e-05	0	2.13537e-06	6.05146e-06	2.52649e-06	8.17681e-07	0	1.73064e-06	1.0818e-05	0	4.18492e-05	8.97661e-06	3.84519e-06	1.88942e-06	1.05633e-06	1.77513e-05	5.01931e-06
UniRef50_D6LBR7: Phosphorylase	2.15638e-05	4.89257e-07	3.44162e-07	1.32979e-05	1.38797e-07	1.03843e-06	3.85541e-06	1.28196e-06	8.51439e-07	1.16422e-06	1.09484e-06	6.00713e-06	9.98634e-07	2.4142e-05	5.1264e-06	1.59879e-06	1.64482e-06	1.30612e-06	1.61062e-05	3.45407e-06
UniRef50_D6ZKI6: Amidophosphoribosyltransferase	1.27605e-06	6.03034e-06	0	2.69487e-05	2.0295e-06	6.52282e-08	1.99664e-05	1.16229e-05	5.01741e-06	2.3901e-06	1.16838e-05	4.41455e-05	8.8433e-06	1.73678e-05	3.07373e-06	5.27171e-06	4.22656e-07	3.35977e-06	6.32113e-06	4.90146e-06
UniRef50_D6ZN48	4.13144e-06	1.81369e-06	0.000160489	2.12153e-06	0.000150127	0.000294698	1.14832e-06	5.50009e-07	3.91259e-06	0.000131573	3.59579e-06	6.30206e-07	0.000120265	2.48814e-06	0.000119323	0.000120299	0.000195214	0.000178651	1.00816e-06	0.000109661
UniRef50_D6ZSB7: Toxin-antitoxin system, antitoxin component, ribbon-helix-helix domain protein	2.60918e-07	8.53655e-07	8.35205e-05	4.6447e-07	0	6.23613e-05	1.60745e-07	0	0	7.05672e-05	6.61332e-07	0	2.80845e-06	7.34464e-07	3.20018e-05	0	5.79964e-06	1.62567e-05	9.89856e-07	1.98846e-05
UniRef50_D9RS29: Transposase|g__Prevotella.s__Prevotella_melaninogenica	3.77668e-05	0.00011961	1.74943e-06	9.05716e-06	3.15738e-06	7.23773e-06	0.000124673	6.6095e-05	0.000192025	3.54992e-05	8.29109e-05	9.80906e-05	1.90243e-06	5.74437e-05	1.30146e-06	3.04452e-06	1.10181e-06	0	0.00017275	1.62534e-06
UniRef50_D9RTX0	7.26062e-06	2.0226e-05	4.75929e-06	2.09954e-06	0	3.61393e-07	1.82746e-05	1.68345e-05	4.62466e-05	9.71269e-06	1.17694e-05	5.47259e-05	1.39657e-06	1.62557e-05	0	1.21694e-05	2.64921e-07	6.06956e-07	4.41858e-05	2.54942e-06
UniRef50_D9RU85|g__Prevotella.s__Prevotella_sp_C561	0	0	0	0	0	0	0	4.38258e-05	0	0	2.12082e-05	5.15757e-05	0	0	0	0	0	0	0	0
UniRef50_D9RUQ3: Nucleotidyltransferase domain protein	0	0	0	0	0	0	6.41629e-06	1.31872e-05	2.85086e-05	2.85595e-06	7.42435e-06	4.75875e-05	0	2.40512e-06	0	3.82903e-06	0	0	1.44695e-05	0
UniRef50_D9RWG9	4.79169e-06	1.49172e-05	3.95601e-07	1.64906e-06	4.26389e-07	2.65367e-07	1.51074e-05	1.61593e-05	3.43892e-05	5.71971e-06	1.08205e-05	3.78186e-05	2.33267e-06	1.35274e-05	1.54619e-07	1.47589e-05	6.76882e-07	6.7745e-07	3.59693e-05	1.5531e-06
UniRef50_D9RX22|g__Prevotella.s__Prevotella_salivae	4.79743e-06	3.07929e-07	0	0	0	0	1.73756e-05	1.29891e-05	1.34181e-05	1.266e-06	5.13841e-06	1.60586e-05	0	7.6601e-06	0	0	6.51236e-07	0	3.04606e-05	0
UniRef50_D9RXB1	3.44873e-06	5.06951e-06	1.63776e-07	1.17339e-06	2.60718e-07	3.29746e-07	7.41569e-06	9.25297e-06	2.26542e-05	3.51965e-06	6.83615e-06	1.81954e-05	1.93392e-06	4.66511e-06	0	1.52461e-06	9.24865e-08	0	3.03103e-05	5.55431e-07
UniRef50_E0S062: NAD-dependent epimerase/dehydratase	1.16959e-05	3.22322e-05	7.78147e-07	2.50274e-05	1.26467e-06	3.88652e-07	4.8387e-05	2.3936e-05	2.54707e-05	7.22937e-06	1.91317e-05	4.85233e-05	8.54246e-06	3.08442e-05	9.54349e-06	1.26218e-05	4.35254e-07	1.23789e-06	9.6126e-06	3.04272e-06
UniRef50_E0SUZ8|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	2.19659e-05	5.40798e-05	8.68959e-05	2.27197e-05	0.000138968	0.000142668	2.58123e-05	0	3.94626e-05	0.000133187	1.44279e-05	1.3553e-05	0.000123589	1.64884e-05	7.54625e-05	0.000114309	0.000118799	0.000159374	3.39196e-05	5.9916e-05
UniRef50_E0SWK6	4.47592e-06	2.86219e-06	0.000193669	1.56421e-06	0.000237023	0.000379881	5.88886e-07	2.34239e-07	5.4005e-06	0.000241291	4.4324e-06	9.55142e-07	0.00027937	1.51365e-06	0.000108863	0.000215835	0.000266659	0.000280345	2.2781e-06	0.000111805
UniRef50_E0SXE6|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	2.87489e-07	2.44731e-05	8.97272e-08	1.07457e-05	3.44644e-05	1.75358e-07	0	4.14461e-07	2.90376e-05	3.47647e-07	0	1.06546e-05	2.71233e-07	9.6799e-06	1.69146e-05	2.0039e-05	6.51013e-06	1.67805e-07	8.4813e-06
UniRef50_E0SYR3|g__Streptococcus.s__Streptococcus_pseudopneumoniae	0	0	3.97706e-05	0	0	0	0	0	0	0	0	0	0	0	3.44734e-05	0	0.000107269	3.74064e-05	0	3.54397e-05
UniRef50_E0SZY4	5.15308e-05	2.15566e-05	0.000293751	2.28519e-05	0.000364951	0.000448606	1.84677e-05	2.63232e-05	3.18409e-05	0.000255105	4.01019e-05	2.63203e-05	0.00037853	3.04744e-05	0.000188529	0.00038605	0.000418189	0.000382165	3.24767e-05	0.000188361
UniRef50_E0TN44|g__Streptococcus.s__Streptococcus_agalactiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000106914	0	0	0
UniRef50_E0TQ03|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	1.13127e-05	4.52056e-06	0.000107643	5.37124e-06	0.000140466	0.000268226	2.98056e-06	0	1.47768e-05	0.000154439	8.04801e-06	1.41752e-06	0.000149629	2.81102e-06	0.000121433	0.000178622	0.000135114	0.000192374	4.99454e-06	9.42136e-05
UniRef50_E1LFZ3: Wzy|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	9.03816e-08	1.55503e-07	1.73965e-05	7.09221e-08	0	5.37021e-05	9.24043e-08	0	2.163e-07	9.69834e-06	1.26966e-07	0	0	4.84552e-08	2.23016e-05	2.71314e-06	8.65384e-07	9.86755e-07	1.03162e-07	1.40134e-05
UniRef50_E1M3U5: Extracellular matrix binding protein	3.45602e-08	3.06316e-07	3.29061e-06	7.19999e-08	4.87256e-06	6.99224e-06	3.51749e-08	0	0	1.38008e-05	1.33335e-07	0	3.25182e-06	0	5.11816e-05	7.2958e-06	9.07823e-08	2.37459e-05	3.81114e-07	3.98747e-05
UniRef50_E1W236|g__Haemophilus.s__Haemophilus_parainfluenzae	2.80054e-07	5.45625e-07	1.21171e-05	4.3066e-05	1.46997e-06	1.49104e-06	0	8.87641e-08	3.47344e-06	5.13286e-06	2.17169e-05	3.00648e-07	2.63273e-06	5.98872e-05	8.26314e-05	0	5.98906e-06	1.00905e-05	1.89983e-07	1.34217e-05
UniRef50_E1W3C8|g__Haemophilus.s__Haemophilus_parainfluenzae	0.000148052	1.39057e-05	5.86289e-06	0.000117912	0.00013716	1.01365e-05	1.34623e-05	7.6816e-05	3.10213e-05	1.14008e-05	4.00336e-05	6.11019e-06	9.12045e-06	4.15496e-05	7.53692e-05	1.10865e-06	2.96002e-06	8.77287e-06	7.87382e-05	3.11283e-05
UniRef50_E1W3D7	0.000199454	2.30109e-05	9.34984e-06	0.000133268	0.000100566	5.76865e-06	3.12262e-05	8.17819e-05	0.000105417	8.22513e-06	4.37689e-05	7.01485e-06	7.18033e-06	6.92683e-05	6.87647e-05	1.14109e-05	6.78812e-06	7.06235e-06	8.82942e-05	2.79916e-05
UniRef50_E1W3H3	0.000198453	1.80773e-05	1.17462e-05	0.000130457	0.000107367	4.88738e-06	3.17772e-05	7.79617e-05	0.000129998	1.00652e-05	3.80989e-05	5.83532e-06	4.11222e-06	6.49085e-05	9.39948e-05	8.60662e-06	1.77958e-05	7.71451e-06	0.000112547	3.23077e-05
UniRef50_E1W599	8.70426e-05	0	2.39769e-07	5.49937e-06	4.63137e-06	3.29311e-07	6.45252e-06	6.90165e-06	2.21887e-06	1.47593e-05	0.000168825	3.4854e-07	0	6.48187e-06	1.53217e-06	0	9.91494e-06	0	0	1.12391e-07
UniRef50_E1W5X7|g__Haemophilus.s__Haemophilus_parainfluenzae	0.000107893	8.84049e-06	4.84673e-06	3.21033e-05	1.26691e-07	5.52265e-07	1.19216e-05	4.57954e-05	3.92738e-05	4.79027e-06	2.18614e-05	1.83618e-06	1.15184e-06	9.78775e-06	2.37015e-05	1.46044e-06	6.09476e-06	3.08108e-06	5.5172e-05	2.63478e-06
UniRef50_E1W6J0	0.000117211	2.73372e-06	3.55779e-05	1.49368e-05	3.92649e-06	9.91126e-05	1.76906e-06	6.62097e-05	7.68343e-05	4.22224e-05	3.53963e-05	7.42958e-07	2.83129e-05	4.55738e-05	6.73505e-05	2.38563e-06	9.02645e-05	5.19844e-05	1.12083e-05	8.91772e-05
UniRef50_E1W6J0|g__Haemophilus.s__Haemophilus_haemolyticus	2.42285e-07	0	1.35276e-05	6.26666e-08	1.66777e-06	9.6991e-05	0	0	0	3.12747e-05	2.52987e-07	0	2.6939e-05	0	1.88768e-05	2.38563e-06	3.67573e-05	5.13916e-05	7.81314e-08	7.44197e-05
UniRef50_E3CE59	2.13901e-05	6.15227e-07	3.61493e-05	8.22499e-08	0	0	3.33752e-06	1.71708e-07	1.28509e-05	1.54785e-06	3.36995e-07	2.32529e-06	0	4.3639e-06	1.41354e-05	3.1753e-06	0	0	1.55572e-06	1.66379e-05
UniRef50_E3H0R3: Hydrolase, NUDIX family	8.10633e-06	2.97825e-05	2.15191e-06	3.7388e-05	4.64992e-06	1.32508e-06	4.51115e-06	2.08535e-07	1.09546e-05	4.28098e-06	8.13584e-06	6.99203e-06	1.15866e-05	2.29727e-06	7.80245e-07	1.20591e-05	5.31729e-07	3.87126e-06	8.33109e-06	6.58708e-06
UniRef50_E3ZT62: Lipoprotein	8.90931e-06	1.76519e-06	1.45028e-05	8.50753e-06	5.4986e-05	1.29172e-05	5.2368e-06	1.0113e-06	3.58542e-06	2.756e-05	1.83903e-06	1.9975e-06	7.72448e-05	9.83835e-06	7.35781e-06	1.31356e-05	2.86564e-06	3.07425e-05	5.63363e-06	2.46842e-05
UniRef50_E4SQT9: Glycosyltransferase, putative	3.84824e-06	4.23157e-05	9.88998e-07	4.13068e-07	1.64013e-06	5.48321e-07	1.88407e-05	6.41962e-06	1.90612e-05	7.12546e-06	1.93624e-06	7.06617e-06	4.18559e-06	8.08626e-06	7.5942e-06	1.77497e-05	1.75711e-06	1.80157e-06	2.55566e-06	1.81367e-06
UniRef50_E4ZB20	0	0	3.1555e-06	0	4.3346e-06	0	0	0	6.24683e-06	1.79989e-05	8.20041e-05	0	0	0	0	0	0	0	0	9.61977e-06
UniRef50_E5V2J4	3.6089e-06	1.58264e-06	8.9371e-06	6.45754e-06	3.6607e-05	1.06435e-05	5.20409e-06	1.20792e-06	1.29776e-06	1.27186e-05	1.63487e-06	1.781e-06	6.79203e-05	9.48247e-06	7.05459e-06	1.03856e-05	1.87956e-06	1.74152e-05	3.53838e-06	1.22801e-05
UniRef50_E5V498: YycH protein	9.73138e-06	1.76634e-06	7.33786e-06	9.78842e-06	4.02678e-05	7.66601e-06	7.99353e-06	1.0728e-06	2.96311e-06	2.7341e-05	1.90498e-06	1.52242e-06	4.32091e-05	1.23409e-05	7.95608e-06	3.8636e-06	3.27307e-06	1.76026e-05	5.47955e-06	1.61403e-05
UniRef50_E5V498: YycH protein|g__Gemella.s__Gemella_haemolysans	3.02205e-07	2.20644e-07	7.33786e-06	1.68718e-07	4.02678e-05	7.66601e-06	3.29733e-08	0	7.77485e-08	2.51617e-05	9.09498e-08	0	4.32091e-05	1.03744e-07	6.96809e-06	3.8636e-06	2.80207e-06	1.76026e-05	1.05177e-07	1.55945e-05
UniRef50_E6JZ40: Acetyltransferase, GNAT family|g__Gemella.s__Gemella_haemolysans	2.30506e-06	2.66474e-07	3.37966e-06	1.12888e-06	4.63607e-05	1.65616e-05	1.79005e-06	0	4.28583e-07	1.1911e-06	8.22975e-08	4.12903e-07	8.27179e-05	2.21878e-06	6.26789e-07	7.29212e-06	8.758e-07	5.81162e-06	1.1089e-06	1.73658e-05
UniRef50_E6KRN8: Ferrochelatase	9.0807e-07	4.63587e-06	0	1.97652e-05	0	0	1.73016e-05	1.07036e-05	4.46885e-06	1.03248e-07	7.26815e-06	3.36115e-05	8.05568e-07	1.18111e-05	0	8.52096e-07	0	4.69482e-07	3.43167e-06	8.15747e-07
UniRef50_E6MYX7: Glycosyl transferases group 1 family protein	6.08272e-06	0	0	3.39103e-06	0	0	2.39733e-06	2.37993e-05	1.23212e-05	3.93199e-06	4.86221e-05	1.40344e-06	1.81307e-06	2.73264e-06	0	0	1.63724e-06	0	4.14908e-07	0
UniRef50_E6SN61: Protoporphyrinogen oxidase	1.51628e-05	2.06633e-05	3.85591e-07	8.22615e-06	4.97959e-07	1.5326e-07	2.05891e-05	2.60451e-05	5.30523e-05	7.26523e-06	1.54033e-05	5.96776e-05	3.59637e-06	2.87884e-05	3.6835e-07	6.42941e-06	9.47361e-07	0	7.08738e-05	2.69066e-06
UniRef50_E6SSC6: Major facilitator superfamily MFS_1	7.72717e-06	0	2.47085e-07	2.02209e-05	0	0	3.09305e-06	0	7.74454e-07	6.48678e-06	1.17691e-06	1.53343e-07	0	4.19681e-05	8.57374e-06	0	4.64776e-07	4.18374e-06	2.97307e-06	6.99012e-06
UniRef50_E6U995: Binding-protein-dependent transport systems inner membrane component|g__Veillonella.s__Veillonella_atypica	1.23672e-05	2.7327e-05	1.71622e-07	2.55757e-06	0	1.71551e-07	2.68679e-05	1.89287e-05	2.36361e-05	3.86276e-07	4.49665e-06	2.64392e-05	4.94959e-06	4.41889e-06	0	6.30694e-06	7.61653e-07	0	1.84644e-05	0
UniRef50_E7RVV7	2.99112e-05	1.21089e-07	8.62728e-07	9.00928e-06	4.36099e-06	1.53384e-06	6.68162e-06	6.30017e-05	2.3091e-05	2.09511e-05	0.000130257	3.58543e-06	2.89493e-06	1.38283e-05	5.57604e-06	0	3.87878e-06	3.31318e-06	9.04631e-07	2.74893e-05
UniRef50_E8K4V6	2.25564e-05	2.4829e-06	3.12393e-07	1.0079e-05	0	1.56776e-07	1.31963e-05	1.26376e-05	1.50124e-05	1.41182e-06	1.28744e-05	1.2002e-05	1.82751e-06	1.6056e-05	1.85937e-06	2.9e-06	1.74144e-06	0	2.95368e-05	4.89372e-06
UniRef50_E8K5J1|g__Streptococcus.s__Streptococcus_pseudopneumoniae	0	0	6.19526e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	4.85478e-05	4.57745e-05	0	2.84368e-05
UniRef50_E8K735|g__Streptococcus.s__Streptococcus_parasanguinis	1.36304e-05	9.47599e-05	0	8.95202e-07	0	8.60007e-08	3.17897e-05	1.16046e-05	2.50216e-05	1.50647e-06	7.59504e-06	5.15735e-06	0	2.10958e-06	0	8.67049e-06	1.9174e-07	2.16257e-07	7.19495e-06	4.67028e-07
UniRef50_E8SRB7: Chloride channel protein-related protein|g__Neisseria.s__Neisseria_subflava	7.15089e-06	0	3.43112e-07	1.79435e-06	0	0	2.70366e-06	2.61795e-05	5.10767e-06	3.8812e-06	4.76565e-05	1.14027e-06	4.99498e-07	5.78121e-06	0	0	0	0	3.51408e-07	0
UniRef50_E9FP12	1.85524e-06	2.24516e-07	1.92331e-06	3.01959e-07	0.000595515	3.85035e-05	1.48459e-06	7.03506e-07	1.36752e-06	0.000220341	2.42447e-06	6.92164e-07	1.41936e-05	1.08341e-06	5.01418e-05	8.32122e-05	1.49275e-06	0.00016742	2.91283e-06	1.07897e-06
UniRef50_F0EQV8|g__Haemophilus.s__Haemophilus_parainfluenzae	5.3577e-05	1.20612e-05	9.05576e-06	8.35293e-06	0	0	1.09324e-06	3.45279e-05	1.03297e-06	0	5.23351e-07	4.15176e-07	0	1.37074e-05	0	0	3.36915e-06	0	8.34826e-05	0
UniRef50_F0M8E5: Transposase	0	3.85695e-06	0	6.34942e-06	4.25382e-07	0	0	5.26113e-07	2.86874e-06	3.45979e-05	4.02736e-05	4.59869e-05	0	3.35304e-08	3.14663e-07	4.99036e-06	0	2.99603e-06	6.20477e-08	1.05361e-05
UniRef50_F0MDE5: IS1106 transposase	3.98346e-05	0	0	1.26683e-05	0	8.77686e-07	9.56458e-06	0.000114906	1.01377e-05	2.04394e-05	8.64647e-05	4.3259e-06	4.9423e-06	8.67618e-05	0	0	5.89601e-06	0	2.28404e-06	5.29084e-07
UniRef50_F0R6G4	1.20974e-05	5.10814e-06	3.64767e-06	5.60952e-06	0	6.64181e-07	1.05187e-05	1.47233e-05	3.10725e-05	5.35185e-06	6.73763e-06	2.46026e-05	0	1.96832e-05	2.59073e-06	0	0	0	6.31517e-05	1.62651e-06
UniRef50_F0VTH3|g__Streptococcus.s__Streptococcus_parasanguinis	8.01637e-06	3.15717e-05	9.07762e-07	1.28104e-05	7.45173e-07	0	1.64624e-05	1.09548e-05	9.99203e-06	1.06997e-06	3.10825e-06	7.18847e-06	0	3.46425e-06	0	6.41371e-06	7.80107e-07	0	1.75437e-05	0
UniRef50_F2BNL0	2.93933e-05	3.49932e-06	1.03418e-05	1.33907e-05	3.54166e-06	6.36801e-06	1.36882e-05	5.03316e-06	1.66452e-05	5.55499e-06	9.7651e-06	1.05348e-05	3.14191e-05	6.6952e-06	2.47649e-05	9.39495e-06	8.25442e-06	2.3475e-05	4.27047e-06	1.68949e-05
UniRef50_F2KWA1: Peptidase, S8/S53 family|g__Prevotella.s__Prevotella_melaninogenica	3.31523e-06	3.92224e-06	1.71516e-07	9.4495e-07	2.76863e-07	3.01052e-07	9.62812e-06	9.03479e-06	2.24801e-05	2.42226e-06	6.90144e-06	1.82128e-05	2.00918e-06	7.39096e-06	1.012e-07	2.78819e-06	9.64583e-08	0	3.55933e-05	8.21233e-07
UniRef50_F2KWR8: TonB-dependent receptor	5.43652e-06	1.92955e-05	3.76709e-07	1.76645e-06	0	7.56493e-07	1.96826e-05	1.98484e-05	4.39867e-05	7.2177e-06	1.27229e-05	5.38337e-05	1.44953e-06	1.19925e-05	9.04787e-07	4.67097e-06	2.8661e-07	0	3.81868e-05	1.03255e-06
UniRef50_F2QD65: Transcriptional regulator, metal regulated homodimeric repressor superfamily|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	1.06583e-05	4.14692e-06	0.000108995	5.57771e-06	0.000186755	0.000212631	3.69857e-06	0	8.4957e-06	0.000168456	4.54571e-06	2.42065e-06	0.000160971	3.10348e-06	0.000126218	0.00014938	0.000182128	0.000182714	6.83362e-06	8.49688e-05
UniRef50_F2QEV1: Dihydrofolate reductase family protein|g__Streptococcus.s__Streptococcus_sanguinis	6.5528e-06	1.31395e-06	5.40761e-06	1.03204e-05	1.45734e-05	3.19236e-06	2.72468e-07	0	4.24174e-06	1.1949e-05	9.65467e-07	1.2177e-07	8.13183e-05	3.29604e-06	2.4488e-05	1.25122e-05	2.82862e-06	8.15839e-06	7.80095e-06	7.14633e-06
UniRef50_F3A3S2|g__Gemella.s__Gemella_haemolysans	2.57583e-06	7.98918e-07	6.69012e-06	7.18079e-06	6.92215e-05	2.02056e-05	6.98972e-06	0	1.87408e-06	2.42802e-06	1.60069e-06	2.04141e-06	4.17854e-05	6.50423e-06	2.87859e-06	0	0	1.67564e-05	3.54987e-06	1.06717e-05
UniRef50_F3A6E8: Mevalonate kinase	8.93709e-06	1.34591e-06	1.32699e-05	8.80623e-06	5.45486e-05	1.28773e-05	6.11913e-06	7.4337e-07	3.93288e-06	2.33379e-05	2.59307e-06	1.56449e-06	7.34607e-05	9.84108e-06	9.86565e-06	1.27765e-05	3.82149e-06	3.35104e-05	5.59714e-06	2.35153e-05
UniRef50_F3WCP3: Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain protein	4.92255e-07	3.15434e-07	4.02388e-06	5.82893e-07	7.83895e-06	7.13472e-06	2.7985e-07	0	1.33125e-06	1.50062e-05	1.82936e-07	0	0	3.06398e-07	7.42637e-06	3.59752e-05	3.41798e-06	1.9014e-05	2.83978e-07	5.14839e-06
UniRef50_F4HDH4|g__Haemophilus.s__Haemophilus_parainfluenzae	0.000152832	1.70309e-05	9.07651e-06	0.000128095	9.46879e-05	5.1649e-06	2.805e-05	7.56616e-05	8.76873e-05	1.31661e-05	3.55151e-05	4.76405e-06	4.98352e-06	5.75987e-05	7.35894e-05	9.47488e-06	1.80299e-05	9.15489e-06	8.80842e-05	2.00974e-05
UniRef50_F8DF54|g__Streptococcus.s__Streptococcus_parasanguinis	1.59187e-05	0.000126254	6.81958e-07	2.29963e-05	0	4.54781e-07	3.48311e-05	1.67646e-05	3.49572e-05	2.08338e-06	1.62272e-05	1.28567e-05	4.03815e-06	1.21483e-05	5.33559e-07	6.37853e-06	1.22753e-06	0	3.04494e-05	2.83376e-06
UniRef50_F8DFR8|g__Streptococcus.s__Streptococcus_parasanguinis	1.80994e-05	0.000124847	2.82498e-07	1.30301e-07	4.52885e-07	2.82468e-07	3.22376e-05	1.51489e-05	3.14958e-05	2.84461e-06	1.38051e-05	1.25621e-05	0	2.25098e-06	3.35008e-07	9.07881e-06	1.57003e-07	0	7.15488e-06	3.82195e-07
UniRef50_F8HFU6	4.18352e-06	5.13742e-05	7.09026e-07	5.48581e-07	0	0	1.50499e-05	2.24633e-06	1.15959e-05	1.66128e-06	3.40048e-06	5.53671e-06	1.77376e-06	3.29577e-06	0	2.83015e-06	3.4074e-07	0	1.17259e-05	0
UniRef50_F8WU95|g__Fusobacterium.s__Fusobacterium_periodonticum	0.000114107	0	1.20324e-06	0.000108805	0	9.54447e-06	1.96534e-05	1.32616e-05	1.14952e-06	0	4.42121e-06	3.67437e-05	8.31238e-06	0.000192838	3.23841e-06	0	1.13198e-05	1.91614e-06	7.68134e-05	7.23509e-06
UniRef50_F9D3R5: Cell division protein FtsI/penicillin-binding protein 2|g__Prevotella.s__Prevotella_melaninogenica	4.91593e-06	5.20286e-06	1.86289e-07	9.07826e-07	4.58596e-07	4.27539e-07	9.72343e-06	1.09675e-05	2.98243e-05	1.60552e-06	7.03682e-06	2.39407e-05	1.38992e-06	6.7008e-06	5.65115e-07	5.71641e-06	1.59815e-07	0	3.79569e-05	8.43824e-07
UniRef50_F9H9L5: MGS-like domain protein|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	1.81773e-05	2.19333e-07	2.5571e-05	1.7275e-05	0	0	0	9.64846e-07	0	0	3.59275e-05	0	3.23841e-06	0	1.39441e-05	5.3697e-06	0	2.32882e-06
UniRef50_F9HAX1|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	3.07971e-06	1.3033e-06	2.58488e-05	0	1.50099e-05	2.13693e-06	1.10225e-06	0	1.36254e-06	1.98855e-05	1.60069e-06	0	0	0	1.11031e-05	0	9.40675e-06	0	0	8.20787e-06
UniRef50_F9P8W2: Metallopeptidase family M24	1.02576e-05	5.30905e-05	1.08716e-06	2.67579e-06	2.56072e-06	9.35782e-07	2.56487e-05	3.15546e-05	3.18934e-05	2.585e-06	1.04998e-05	1.82156e-05	5.52015e-06	1.30464e-05	4.01258e-06	1.74576e-05	2.11879e-06	1.50568e-06	1.3172e-05	6.18022e-06
UniRef50_F9PDC1: Conserved domain protein	2.0264e-05	1.16558e-05	0	2.10535e-05	0	0	5.61197e-06	6.45435e-06	2.05187e-05	0	9.64158e-06	7.16447e-06	7.34518e-06	1.28521e-05	2.9893e-06	0	0	0	4.46338e-06	0
UniRef50_F9PXV7	2.57356e-07	7.48913e-06	2.35573e-06	2.44625e-06	8.23429e-05	0	0	9.49397e-07	1.735e-07	9.58567e-07	6.80711e-07	1.60292e-06	2.39286e-06	5.25455e-08	0	1.94309e-06	4.67864e-07	5.04453e-07	7.41107e-07	0
UniRef50_F9Q6G1: Ribosomal protein L1p/L10e-like family protein	2.89574e-05	0	0	1.58297e-05	0	0	0	0	1.9334e-05	0	0	0	0	0	0	0	3.77885e-05	0	0	0
UniRef50_G0I6R3|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	1.76326e-06	0	0.000121586	0	2.40784e-05	5.61061e-05	1.35026e-06	0	7.94049e-07	2.64855e-05	0	0	2.9185e-05	0	2.83541e-05	1.71945e-05	0.000187135	8.5768e-05	3.07642e-07	2.89224e-05
